playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
merriry01,2017,1,CLE,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merriwh01,2017,1,KCA,AL,145,587,80,169,32,6,19,78,34,8,29,88,0,6,1,7,13
mesorde01,2017,1,CIN,NL,56,141,17,30,5,1,6,14,1,0,18,38,0,5,0,1,4
meyeral01,2017,1,LAA,AL,13,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
middlke01,2017,1,LAA,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
middlwi01,2017,1,TEX,AL,22,38,5,8,2,2,0,3,0,0,1,14,0,0,0,0,0
mileywa01,2017,1,BAL,AL,32,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
millean01,2017,1,CLE,AL,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
millebr02,2017,1,TBA,AL,110,338,43,68,13,3,9,40,5,3,63,110,4,2,0,4,5
millesh01,2017,1,ARI,NL,4,6,2,0,0,0,0,0,0,0,2,3,0,1,0,0,0
milneho01,2017,1,PHI,NL,37,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
milonto01,2017,1,MIL,NL,6,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
milonto01,2017,2,NYN,NL,11,5,0,1,0,0,0,1,0,0,1,4,0,0,1,0,0
minayju01,2017,1,CHA,AL,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minormi01,2017,1,KCA,AL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minteaj01,2017,1,ATL,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miranar01,2017,1,SEA,AL,32,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
mitchbr01,2017,1,NYA,AL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
molinya01,2017,1,SLN,NL,136,501,60,137,27,1,18,82,9,4,28,74,4,4,1,9,14
mollsa01,2017,1,OAK,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moncayo01,2017,1,CHA,AL,54,199,31,46,8,2,8,22,3,2,29,74,0,3,0,0,0
moncrca01,2017,1,SFN,NL,28,38,4,8,1,0,0,5,0,0,3,15,0,0,0,2,0
mondera02,2017,1,KCA,AL,25,53,4,9,1,0,1,3,5,2,3,22,0,0,4,0,2
montafr01,2017,1,OAK,AL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montemi01,2017,1,CHN,NL,44,98,12,28,3,0,4,8,1,0,11,24,1,2,0,1,3
montemi01,2017,2,TOR,AL,32,87,12,12,3,0,2,8,0,0,12,23,0,1,0,1,3
montera01,2017,1,NYN,NL,34,25,1,2,0,0,0,1,0,0,0,10,0,0,3,0,0
montgjo01,2017,1,NYA,AL,29,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
montgmi01,2017,1,CHN,NL,44,27,5,5,1,0,1,3,0,0,0,10,0,0,3,0,0
moorean02,2017,1,SEA,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moorema02,2017,1,SFN,NL,32,47,3,6,0,0,0,4,0,0,2,19,0,0,4,0,2
moorety01,2017,1,MIA,NL,104,187,17,43,14,0,6,30,0,0,10,56,0,1,1,4,7
moralke01,2017,1,TOR,AL,150,557,67,139,25,0,28,85,0,0,43,132,2,5,0,3,22
moranco01,2017,1,HOU,AL,7,11,3,4,0,1,1,3,0,0,1,1,0,0,0,0,0
morelmi01,2017,1,BOS,AL,149,508,73,125,34,0,22,79,0,1,57,120,6,6,0,5,14
morendi01,2017,1,TBA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morgaad01,2017,1,PHI,NL,37,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
morinmi01,2017,1,LAA,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morinmi01,2017,2,KCA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morofma01,2017,1,PIT,NL,56,120,19,24,4,1,3,21,0,1,16,43,0,2,1,1,0
moronre01,2017,1,SFN,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morriak01,2017,1,ATL,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morribr01,2017,1,SFN,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morrilo01,2017,1,TBA,AL,149,512,75,126,22,1,38,85,2,0,81,149,8,5,0,3,12
morrobr01,2017,1,LAN,NL,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morsemi01,2017,1,SFN,NL,24,36,1,7,1,0,1,3,0,0,3,14,0,0,0,1,1
mortoch02,2017,1,HOU,AL,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mossbr01,2017,1,KCA,AL,118,362,41,75,14,0,22,50,2,0,37,128,0,0,0,2,7
motteja01,2017,1,ATL,NL,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motteta01,2017,1,SEA,AL,92,258,29,51,12,0,7,26,12,1,21,62,0,0,0,1,9
moustmi01,2017,1,KCA,AL,148,555,75,151,24,0,38,85,0,0,34,94,7,3,0,6,18
moyaga01,2017,1,MIN,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moylape01,2017,1,KCA,AL,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mujiced01,2017,1,DET,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murphda08,2017,1,WAS,NL,144,534,94,172,43,3,23,93,2,0,52,77,14,4,0,3,16
murphjr01,2017,1,ARI,NL,5,7,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
murphto04,2017,1,COL,NL,12,24,1,1,1,0,0,1,0,0,2,9,1,0,0,0,0
musgrjo01,2017,1,HOU,AL,38,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
myerswi01,2017,1,SDN,NL,155,567,80,138,29,3,30,74,20,6,70,180,3,5,0,7,15
napolmi01,2017,1,TEX,AL,124,425,60,82,11,1,29,66,1,2,49,163,3,7,0,3,11
naquity01,2017,1,CLE,AL,19,37,4,8,2,0,0,1,0,1,2,9,0,0,0,1,1
narvaom01,2017,1,CHA,AL,90,253,23,70,10,0,2,14,0,0,38,45,1,1,3,0,8
navada01,2017,1,PHI,NL,80,183,21,55,8,1,4,21,1,0,26,38,0,3,0,2,2
navaref01,2017,1,DET,AL,23,61,9,14,1,1,2,2,0,1,8,21,1,0,0,0,1
nealza01,2017,1,OAK,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
negrokr01,2017,1,ARI,NL,14,25,3,4,1,0,0,1,0,0,4,7,0,1,1,0,1
nelsoji02,2017,1,MIL,NL,29,57,0,6,0,0,0,2,0,0,1,35,0,0,2,0,0
nerishe01,2017,1,PHI,NL,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neshepa01,2017,1,PHI,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neshepa01,2017,2,COL,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neverdo01,2017,1,PIT,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newcose01,2017,1,ATL,NL,19,27,1,1,0,0,0,0,0,0,2,17,0,0,6,0,1
ngoepgi01,2017,1,PIT,NL,28,54,10,12,2,1,0,6,0,0,8,26,0,0,1,0,0
nicasju01,2017,1,PIT,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nicasju01,2017,2,PHI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nicasju01,2017,3,SLN,NL,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nichobr01,2017,1,TEX,AL,22,63,7,15,4,0,2,11,0,0,2,13,0,0,0,0,2
nicolju01,2017,1,MIA,NL,20,11,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
nidoto01,2017,1,NYN,NL,5,10,0,3,1,0,0,3,0,0,0,2,0,0,0,0,0
nieuwki01,2017,1,MIL,NL,16,26,3,3,1,0,1,1,0,0,4,15,0,1,0,0,0
nimmobr01,2017,1,NYN,NL,69,177,26,46,11,1,5,21,2,0,33,60,1,2,1,2,3
nolaaa01,2017,1,PHI,NL,27,48,3,4,0,0,0,1,0,0,4,25,0,0,2,0,0
nolasri01,2017,1,LAA,AL,33,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
norribu01,2017,1,LAA,AL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
norrida01,2017,1,DET,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
norride01,2017,1,TBA,AL,53,179,21,36,5,0,9,24,1,0,12,48,0,3,0,4,5
novaiv01,2017,1,PIT,NL,31,51,0,1,0,0,0,0,0,0,0,31,0,0,9,0,0
nunezed02,2017,1,SFN,NL,76,302,37,93,21,0,4,31,18,5,12,29,0,1,1,2,8
nunezed02,2017,2,BOS,AL,38,165,23,53,12,0,8,27,6,2,6,25,0,2,0,0,3
nunezre01,2017,1,OAK,AL,8,15,1,3,0,0,1,3,0,0,1,8,0,0,0,0,0
nunovi01,2017,1,BAL,AL,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obergsc01,2017,1,COL,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
odayda01,2017,1,BAL,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
odorija01,2017,1,TBA,AL,28,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
odorro01,2017,1,TEX,AL,162,607,79,124,21,3,30,75,15,6,32,162,5,8,0,4,13
oflaher01,2017,1,ATL,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ogradch01,2017,1,MIA,NL,13,8,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
ohlmami01,2017,1,TOR,AL,7,13,1,3,0,0,0,1,0,0,0,3,0,0,0,0,0
ohse01,2017,1,SLN,NL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
okertst01,2017,1,SFN,NL,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
olsonma02,2017,1,OAK,AL,59,189,33,49,2,0,24,45,0,0,22,60,1,5,0,0,6
olsonty01,2017,1,CLE,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orlanpa01,2017,1,KCA,AL,39,86,9,17,3,0,2,6,1,1,1,20,0,2,0,0,3
ortizda02,2017,1,PIT,NL,9,12,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
osichjo01,2017,1,SFN,NL,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osunajo01,2017,1,PIT,NL,104,215,31,50,13,4,7,30,0,0,9,40,0,2,0,1,10
osunaro01,2017,1,TOR,AL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oteroda01,2017,1,CLE,AL,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ottavad01,2017,1,COL,NL,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overtdi01,2017,1,SEA,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overtdi01,2017,2,SDN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
owingch01,2017,1,ARI,NL,97,362,41,97,25,1,12,51,12,2,17,87,0,1,2,4,3
ozunama01,2017,1,MIA,NL,159,613,93,191,30,2,37,124,1,3,64,144,4,0,0,2,18
paganem01,2017,1,SEA,AL,34,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
panikjo01,2017,1,SFN,NL,138,511,60,147,28,5,10,53,4,1,46,54,4,5,3,8,10
pareded01,2017,1,LAA,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pareded02,2017,1,LAN,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parkebl01,2017,1,LAA,AL,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parkeja03,2017,1,SFN,NL,51,166,14,41,12,2,4,23,2,1,10,54,2,1,0,0,2
parmlia01,2017,1,TOR,AL,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
parrage01,2017,1,COL,NL,115,392,56,121,24,1,10,71,2,5,20,67,0,4,0,9,13
paulida01,2017,1,HOU,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paxtoja01,2017,1,SEA,AL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pazosja01,2017,1,SEA,AL,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacobr01,2017,1,HOU,AL,34,7,1,2,1,0,0,2,0,0,1,3,0,0,0,0,0
pearcst01,2017,1,TOR,AL,92,313,38,79,17,1,13,37,0,0,27,68,1,5,0,3,11
pederjo01,2017,1,LAN,NL,102,273,44,58,20,0,11,35,4,3,39,68,1,10,0,1,7
pedrodu01,2017,1,BOS,AL,105,406,46,119,19,0,7,62,4,3,49,48,4,2,2,4,11
pelfrmi01,2017,1,CHA,AL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penafe01,2017,1,CHN,NL,25,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
penafr01,2017,1,BAL,AL,5,10,3,5,0,0,2,2,0,0,0,3,0,0,0,0,0
pencehu01,2017,1,SFN,NL,134,493,55,128,13,5,13,67,2,3,40,102,1,2,0,4,8
pennicl01,2017,1,LAA,AL,87,194,23,49,6,0,3,21,3,1,16,58,0,1,1,5,2
peralda01,2017,1,ARI,NL,140,525,82,154,31,3,14,57,8,4,43,94,1,6,0,3,7
peraljh01,2017,1,SLN,NL,21,54,3,11,0,0,0,0,0,0,4,13,0,0,0,0,2
peralwa01,2017,1,CIN,NL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peralwi01,2017,1,MIL,NL,19,13,0,3,0,0,0,1,0,0,1,4,0,0,1,0,0
perazjo01,2017,1,CIN,NL,143,487,50,126,9,4,5,37,23,8,20,70,1,7,3,1,7
perdolu02,2017,1,SDN,NL,29,46,3,5,1,4,0,3,0,0,1,20,0,0,6,0,1
perezca02,2017,1,LAA,AL,11,20,1,2,0,0,1,3,0,0,1,6,0,0,0,0,0
perezhe01,2017,1,MIL,NL,136,432,47,112,19,3,14,51,13,4,20,79,1,0,2,4,8
perezma02,2017,1,TEX,AL,32,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
perezol01,2017,1,WAS,NL,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perezro02,2017,1,CLE,AL,73,217,22,45,12,0,8,38,0,1,26,71,0,0,4,1,4
perezsa02,2017,1,KCA,AL,129,471,57,126,24,1,27,80,1,0,17,95,3,5,0,5,23
perkica01,2017,1,PHI,NL,42,88,9,16,5,0,1,8,0,0,5,23,0,2,0,2,1
perkigl01,2017,1,MIN,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peterdi01,2017,1,MIA,NL,6,9,1,0,0,0,0,0,0,0,0,8,0,0,2,0,0
peterja01,2017,1,ATL,NL,89,186,15,40,9,2,2,17,3,0,27,48,3,1,1,0,4
petersh01,2017,1,TBA,AL,30,79,9,20,5,0,2,11,2,0,5,21,0,2,0,1,2
petityu01,2017,1,LAA,AL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petrija01,2017,1,CHA,AL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phamth01,2017,1,SLN,NL,128,444,95,136,22,2,23,73,25,7,71,117,0,10,2,3,18
phegljo01,2017,1,OAK,AL,57,149,14,30,11,0,3,10,0,1,9,26,0,2,0,1,4
phelpda01,2017,1,MIA,NL,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
phelpda01,2017,2,SEA,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phillbr01,2017,1,ATL,NL,120,470,68,137,27,1,11,52,10,8,19,57,1,8,1,1,19
phillbr01,2017,2,LAA,AL,24,102,13,26,7,0,2,8,1,0,2,16,0,0,1,0,2
phillbr02,2017,1,MIL,NL,37,87,9,24,3,0,4,12,5,0,9,34,2,1,1,0,0
pillake01,2017,1,TOR,AL,154,587,72,150,37,1,16,42,15,6,33,95,0,6,3,3,13
pillty01,2017,1,NYN,NL,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pinama01,2017,1,MIL,NL,107,330,45,92,21,0,9,43,2,0,20,79,0,5,1,3,8
pindech01,2017,1,OAK,AL,87,282,36,67,15,1,15,42,2,1,18,92,0,5,0,3,7
pinedmi01,2017,1,NYA,AL,17,3,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
pintori01,2017,1,PHI,NL,26,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pireljo01,2017,1,SDN,NL,83,312,43,90,25,4,10,40,4,3,27,71,0,2,1,2,8
piscost01,2017,1,SLN,NL,107,341,40,80,16,1,9,39,3,6,52,87,2,5,0,3,11
pivetni01,2017,1,PHI,NL,26,44,3,3,0,0,0,0,0,0,0,21,0,0,4,0,1
plaweke01,2017,1,NYN,NL,37,100,11,26,5,0,3,13,1,0,14,17,2,3,0,1,2
plouftr01,2017,1,OAK,AL,58,182,22,39,5,0,7,14,1,1,16,58,1,0,0,1,10
plouftr01,2017,2,TBA,AL,42,101,9,17,2,0,2,5,0,1,12,30,1,1,0,0,2
polangr01,2017,1,PIT,NL,108,379,39,95,20,0,11,35,8,1,27,60,4,3,0,1,5
polanjo01,2017,1,MIN,AL,133,488,60,125,30,3,13,74,13,5,41,78,1,2,7,6,7
polloaj01,2017,1,ARI,NL,112,425,73,113,33,6,14,49,20,6,35,71,1,6,0,0,8
pomerdr01,2017,1,BOS,AL,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
porceri01,2017,1,BOS,AL,33,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
poseybu01,2017,1,SFN,NL,140,494,62,158,34,0,12,67,6,1,61,66,13,8,0,5,17
poundbr01,2017,1,LAA,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
povsema01,2017,1,SEA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
powelbo02,2017,1,SEA,AL,23,36,6,7,0,0,0,2,0,0,6,9,0,0,1,0,1
powelbo02,2017,2,OAK,AL,29,81,18,26,5,0,3,10,0,1,9,21,0,0,0,2,1
pradoma01,2017,1,MIA,NL,37,140,13,35,9,0,2,12,0,0,6,22,0,0,0,1,4
preslal01,2017,1,DET,AL,71,245,30,77,10,3,3,20,5,0,15,49,0,0,3,0,5
pressry01,2017,1,MIN,AL,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
priceda01,2017,1,BOS,AL,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
profaju01,2017,1,TEX,AL,22,58,8,10,2,0,0,5,1,1,9,14,0,1,2,0,0
pruitau01,2017,1,TBA,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puellce01,2017,1,LAA,AL,1,4,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0
puellce01,2017,2,TBA,AL,16,30,6,6,0,0,0,2,0,0,4,11,0,1,0,0,2
puigya01,2017,1,LAN,NL,152,499,72,131,24,2,28,74,15,6,64,100,8,2,0,5,21
pujolal01,2017,1,LAA,AL,149,593,53,143,17,0,23,101,3,0,37,93,5,2,0,4,26
putnaza01,2017,1,CHA,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quackke01,2017,1,SDN,NL,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
quallch01,2017,1,COL,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quintjo01,2017,1,CHA,AL,18,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
quintjo01,2017,2,CHN,NL,14,22,2,2,0,0,0,3,0,0,1,15,0,0,6,0,0
raburry01,2017,1,WAS,NL,25,65,7,17,1,2,2,6,0,1,4,25,0,0,0,0,1
ramirca01,2017,1,TOR,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramirer02,2017,1,TBA,AL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramirer02,2017,2,SEA,AL,11,3,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
ramirha01,2017,1,BOS,AL,133,496,58,120,24,0,23,62,1,3,51,116,8,6,0,0,15
ramirjc01,2017,1,LAA,AL,27,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ramirjo01,2017,1,CLE,AL,152,585,107,186,56,6,29,83,17,5,52,69,5,3,0,5,13
ramirjo02,2017,1,ATL,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramirne01,2017,1,SFN,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramirne01,2017,2,NYN,NL,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ramirno01,2017,1,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramirno01,2017,2,LAA,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramosaj01,2017,1,MIA,NL,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramosaj01,2017,2,NYN,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramosed02,2017,1,PHI,NL,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ramoswi01,2017,1,TBA,AL,64,208,19,54,6,0,11,35,0,0,10,36,2,0,0,3,11
rasmuco01,2017,1,TBA,AL,37,121,17,34,7,1,9,23,1,0,7,45,2,0,0,1,1
ravinjo01,2017,1,LAN,NL,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rayro02,2017,1,ARI,NL,28,53,5,13,2,0,0,2,0,0,3,23,0,0,5,0,0
readra01,2017,1,WAS,NL,8,11,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0
realmjt01,2017,1,MIA,NL,141,532,68,148,31,5,17,65,8,2,36,106,4,8,0,3,13
reckean01,2017,1,ATL,NL,6,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
reddijo01,2017,1,HOU,AL,134,477,77,150,34,4,13,82,7,3,43,72,1,0,1,12,9
reedad01,2017,1,NYN,NL,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reedad01,2017,2,BOS,AL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reedaj01,2017,1,HOU,AL,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
reedco01,2017,1,CIN,NL,12,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
refsnro01,2017,1,NYA,AL,20,37,3,5,1,1,0,0,2,0,3,8,0,0,0,0,0
refsnro01,2017,2,TOR,AL,32,51,5,10,1,0,0,0,2,1,5,9,1,1,0,0,2
reinhja01,2017,1,ARI,NL,2,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
reiniza01,2017,1,DET,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rendoan01,2017,1,WAS,NL,147,508,81,153,41,1,25,100,7,2,84,82,6,7,0,6,7
renfrhu01,2017,1,SDN,NL,122,445,51,103,25,1,26,58,3,0,27,140,1,6,0,1,4
reverbe01,2017,1,LAA,AL,109,291,37,80,13,2,1,20,21,6,15,25,0,0,0,2,7
reyesjo01,2017,1,NYN,NL,145,501,75,123,25,7,15,58,24,6,50,79,1,2,5,3,3
reynoma01,2017,1,COL,NL,148,520,82,139,22,1,30,97,2,1,69,175,0,1,0,3,12
reynoma03,2017,1,NYN,NL,68,113,12,26,1,2,1,5,0,1,14,37,1,2,1,0,2
rhameja01,2017,1,NYN,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richacl01,2017,1,SDN,NL,32,57,2,7,1,0,1,4,0,0,1,31,0,2,8,0,0
richaga01,2017,1,LAA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rickajo01,2017,1,BAL,AL,111,261,29,63,15,0,4,19,8,1,9,63,0,4,2,1,6
riddljt01,2017,1,MIA,NL,70,228,20,57,13,1,3,31,0,2,12,50,2,0,2,5,6
riosya01,2017,1,PHI,NL,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
riverfe01,2017,1,PIT,NL,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riverre01,2017,1,NYN,NL,54,174,15,40,4,0,8,23,0,1,9,54,3,3,0,1,3
riverre01,2017,2,CHN,NL,20,44,8,15,5,0,2,12,0,0,5,16,0,0,1,0,1
rivertj01,2017,1,NYN,NL,73,214,27,62,13,1,5,27,1,0,9,32,0,5,1,2,4
riverya01,2017,1,MIL,NL,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rizzoan01,2017,1,CHN,NL,157,572,99,156,32,3,32,109,10,4,91,90,11,24,0,4,21
roarkta01,2017,1,WAS,NL,32,55,1,5,1,0,0,0,0,0,1,22,0,0,7,0,1
roberda08,2017,1,CHA,AL,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roberda08,2017,2,NYA,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roberda09,2017,1,CLE,AL,32,80,9,18,4,1,1,7,0,1,7,3,1,0,1,0,6
roberda10,2017,1,TBA,AL,75,218,22,45,7,2,5,19,1,1,29,73,0,4,1,2,5
robindr01,2017,1,TEX,AL,48,107,11,24,5,0,6,13,0,2,14,42,0,0,0,0,2
robinsh01,2017,1,LAA,AL,20,31,7,6,0,0,0,1,2,0,3,5,0,0,0,1,1
robleha01,2017,1,NYN,NL,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
roblevi01,2017,1,WAS,NL,13,24,2,6,1,2,0,4,0,1,0,6,0,2,1,0,2
rodnefe01,2017,1,ARI,NL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodonca01,2017,1,CHA,AL,12,6,0,2,1,0,0,2,0,0,0,2,0,0,1,0,0
rodried05,2017,1,BOS,AL,25,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
rodrifr03,2017,1,DET,AL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodrijo04,2017,1,PHI,NL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodriri04,2017,1,TEX,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodriri05,2017,1,BAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodrise01,2017,1,ATL,NL,15,37,6,6,1,0,2,3,1,0,8,19,1,1,1,0,1
rodrise01,2017,2,PIT,NL,39,95,12,16,1,0,3,5,0,0,8,38,0,3,0,0,2
roech01,2017,1,ATL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roech01,2017,2,TBA,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rogerta01,2017,1,MIN,AL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rojasmi02,2017,1,MIA,NL,90,272,37,79,16,2,1,26,2,1,27,32,5,4,1,2,6
romansa01,2017,1,CIN,NL,16,24,0,1,1,0,0,0,0,0,1,15,0,0,5,0,1
romeren01,2017,1,WAS,NL,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
